player,Zona,Equipo,Fuera,Bloqueado,Parado,Gol,Palo,TirosTotales,%Fuera,%Bloqueado,%Parado,%Gol,%Palo
Karl Toko Ekambi,14,Villarreal,1,5,3,0,0,9,11.11,55.56,33.33,0.0,0.0
Karl Toko Ekambi,17,Villarreal,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Karl Toko Ekambi,18,Villarreal,2,0,1,4,0,7,28.57,0.0,14.29,57.14,0.0
Karl Toko Ekambi,19,Villarreal,1,0,2,0,0,3,33.33,0.0,66.67,0.0,0.0
Kenan Kodro,8,Athletic Club,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Kenan Kodro,18,Athletic Club,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Kenedy,8,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Kenedy,9,Getafe,0,2,1,0,0,3,0.0,66.67,33.33,0.0,0.0
Kenedy,13,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Kenedy,14,Getafe,2,2,0,1,0,5,40.0,40.0,0.0,20.0,0.0
Kenedy,17,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Kenedy,19,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Kevin Gameiro,8,Valencia,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Kevin Gameiro,9,Valencia,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Kevin Gameiro,12,Valencia,1,0,0,2,0,3,33.33,0.0,0.0,66.67,0.0
Kevin Gameiro,13,Valencia,2,0,3,0,0,5,40.0,0.0,60.0,0.0,0.0
Kevin Gameiro,14,Valencia,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Kevin Gameiro,18,Valencia,2,0,0,3,0,5,40.0,0.0,0.0,60.0,0.0
Kieran Trippier,17,Atletico Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Kike Barja,8,Osasuna,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Kike Barja,9,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Kike Barja,14,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Kike Barja,18,Osasuna,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0
Kike García,7,Eibar,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Kike García,8,Eibar,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Kike García,9,Eibar,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Kike García,12,Eibar,1,1,0,1,0,3,33.33,33.33,0.0,33.33,0.0
Kike García,13,Eibar,9,1,5,1,0,16,56.25,6.25,31.25,6.25,0.0
Kike García,14,Eibar,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Kike García,17,Eibar,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Kike García,18,Eibar,4,3,1,1,0,9,44.44,33.33,11.11,11.11,0.0
Kike García,19,Eibar,0,0,0,0,1,1,0.0,0.0,0.0,0.0,100.0
Kike Pérez,4,Real Valladolid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Kike Pérez,8,Real Valladolid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Kike Pérez,9,Real Valladolid,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Kike Pérez,13,Real Valladolid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Kiko Olivas,13,Real Valladolid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Koke,7,Atletico Madrid,1,1,0,1,0,3,33.33,33.33,0.0,33.33,0.0
Koke,8,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Koke,9,Atletico Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Koke,12,Atletico Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Koke,13,Atletico Madrid,2,1,2,1,0,6,33.33,16.67,33.33,16.67,0.0
Koke,14,Atletico Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Koke,18,Atletico Madrid,2,0,0,2,0,4,50.0,0.0,0.0,50.0,0.0
Kévin Rodrigues,4,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Kévin Rodrigues,7,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Kévin Rodrigues,8,Leganes,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Kévin Rodrigues,9,Leganes,2,1,2,1,0,6,33.33,16.67,33.33,16.67,0.0
Kévin Rodrigues,13,Leganes,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Kévin Rodrigues,14,Leganes,2,0,2,0,0,4,50.0,0.0,50.0,0.0,0.0
Kévin Rodrigues,14,Real Sociedad,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Lago Junior,8,Mallorca,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lago Junior,9,Mallorca,3,1,2,0,1,7,42.86,14.29,28.57,0.0,14.29
Lago Junior,12,Mallorca,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Lago Junior,13,Mallorca,2,1,1,0,0,4,50.0,25.0,25.0,0.0,0.0
Lago Junior,14,Mallorca,3,6,0,1,0,10,30.0,60.0,0.0,10.0,0.0
Lago Junior,17,Mallorca,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Lago Junior,18,Mallorca,2,1,2,0,0,5,40.0,20.0,40.0,0.0,0.0
Lago Junior,19,Mallorca,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Leandro Cabrera,9,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Leandro Cabrera,15,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lee Kang-In,7,Valencia,0,1,1,1,0,3,0.0,33.33,33.33,33.33,0.0
Lee Kang-In,8,Valencia,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Lee Kang-In,12,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lee Kang-In,13,Valencia,1,0,0,1,0,2,50.0,0.0,0.0,50.0,0.0
Lee Kang-In,14,Valencia,0,0,0,0,1,1,0.0,0.0,0.0,0.0,100.0
Lillo,12,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Lionel Messi,1,Barcelona,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lionel Messi,7,Barcelona,1,3,0,1,0,5,20.0,60.0,0.0,20.0,0.0
Lionel Messi,8,Barcelona,5,7,6,3,0,21,23.81,33.33,28.57,14.29,0.0
Lionel Messi,9,Barcelona,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Lionel Messi,12,Barcelona,1,0,3,0,1,5,20.0,0.0,60.0,0.0,20.0
Lionel Messi,13,Barcelona,7,7,9,7,0,30,23.33,23.33,30.0,23.33,0.0
Lionel Messi,14,Barcelona,3,5,1,0,0,9,33.33,55.56,11.11,0.0,0.0
Lionel Messi,17,Barcelona,1,2,2,0,0,5,20.0,40.0,40.0,0.0,0.0
Lionel Messi,18,Barcelona,3,1,4,3,0,11,27.27,9.09,36.36,27.27,0.0
Lionel Messi,19,Barcelona,2,2,3,1,0,8,25.0,25.0,37.5,12.5,0.0
Loren Morón,7,Real Betis,0,0,1,0,1,2,0.0,0.0,50.0,0.0,50.0
Loren Morón,8,Real Betis,2,2,0,1,0,5,40.0,40.0,0.0,20.0,0.0
Loren Morón,9,Real Betis,1,1,2,0,0,4,25.0,25.0,50.0,0.0,0.0
Loren Morón,12,Real Betis,1,2,0,0,0,3,33.33,66.67,0.0,0.0,0.0
Loren Morón,13,Real Betis,6,2,1,1,0,10,60.0,20.0,10.0,10.0,0.0
Loren Morón,14,Real Betis,1,2,1,1,0,5,20.0,40.0,20.0,20.0,0.0
Loren Morón,18,Real Betis,1,0,1,6,1,9,11.11,0.0,11.11,66.67,11.11
Loren Morón,19,Real Betis,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Luca Sangalli,8,Real Sociedad,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0
Luca Sangalli,13,Real Sociedad,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Luca Sangalli,19,Real Sociedad,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Lucas Ocampos,2,Sevilla,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Lucas Ocampos,3,Sevilla,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lucas Ocampos,7,Sevilla,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Lucas Ocampos,8,Sevilla,0,2,1,0,0,3,0.0,66.67,33.33,0.0,0.0
Lucas Ocampos,9,Sevilla,2,1,4,0,1,8,25.0,12.5,50.0,0.0,12.5
Lucas Ocampos,12,Sevilla,6,3,2,1,0,12,50.0,25.0,16.67,8.33,0.0
Lucas Ocampos,13,Sevilla,3,0,1,0,0,4,75.0,0.0,25.0,0.0,0.0
Lucas Ocampos,14,Sevilla,3,3,6,0,0,12,25.0,25.0,50.0,0.0,0.0
Lucas Ocampos,17,Sevilla,3,3,3,1,3,13,23.08,23.08,23.08,7.69,23.08
Lucas Ocampos,18,Sevilla,1,0,1,4,0,6,16.67,0.0,16.67,66.67,0.0
Lucas Ocampos,19,Sevilla,3,0,0,0,0,3,100.0,0.0,0.0,0.0,0.0
Lucas Olaza,9,Celta Vigo,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lucas Olaza,10,Celta Vigo,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Lucas Olaza,13,Celta Vigo,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lucas Olaza,14,Celta Vigo,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Lucas Pérez,4,Alaves,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lucas Pérez,7,Alaves,0,1,1,1,0,3,0.0,33.33,33.33,33.33,0.0
Lucas Pérez,8,Alaves,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Lucas Pérez,9,Alaves,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lucas Pérez,12,Alaves,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Lucas Pérez,13,Alaves,1,2,0,5,1,9,11.11,22.22,0.0,55.56,11.11
Lucas Pérez,14,Alaves,3,1,4,0,0,8,37.5,12.5,50.0,0.0,0.0
Lucas Pérez,18,Alaves,1,2,2,0,0,5,20.0,40.0,40.0,0.0,0.0
Lucas Pérez,19,Alaves,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Lucas Vázquez,8,Real Madrid,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Lucas Vázquez,12,Real Madrid,1,1,0,2,0,4,25.0,25.0,0.0,50.0,0.0
Lucas Vázquez,13,Real Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Lucas Vázquez,14,Real Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Lucas Vázquez,17,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Luis Rioja,8,Alaves,0,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Luis Rioja,9,Alaves,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Luis Rioja,13,Alaves,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Luis Rioja,14,Alaves,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Luis Suárez,1,Barcelona,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Luis Suárez,3,Barcelona,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Luis Suárez,7,Barcelona,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Luis Suárez,8,Barcelona,2,1,6,2,0,11,18.18,9.09,54.55,18.18,0.0
Luis Suárez,9,Barcelona,0,1,1,1,0,3,0.0,33.33,33.33,33.33,0.0
Luis Suárez,12,Barcelona,1,2,1,1,1,6,16.67,33.33,16.67,16.67,16.67
Luis Suárez,13,Barcelona,4,1,8,4,1,18,22.22,5.56,44.44,22.22,5.56
Luis Suárez,14,Barcelona,1,4,2,1,1,9,11.11,44.44,22.22,11.11,11.11
Luis Suárez,17,Barcelona,3,0,0,0,0,3,100.0,0.0,0.0,0.0,0.0
Luis Suárez,18,Barcelona,1,1,0,4,1,7,14.29,14.29,0.0,57.14,14.29
Luis Suárez,19,Barcelona,1,1,4,0,0,6,16.67,16.67,66.67,0.0,0.0
Luka Jovic,8,Real Madrid,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Luka Jovic,13,Real Madrid,0,0,0,1,1,2,0.0,0.0,0.0,50.0,50.0
Luka Jovic,14,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Luka Jovic,18,Real Madrid,1,0,0,1,1,3,33.33,0.0,0.0,33.33,33.33
Luka Modric,7,Real Madrid,0,0,4,0,0,4,0.0,0.0,100.0,0.0,0.0
Luka Modric,8,Real Madrid,6,0,1,1,0,8,75.0,0.0,12.5,12.5,0.0
Luka Modric,9,Real Madrid,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Luka Modric,12,Real Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Luka Modric,13,Real Madrid,0,3,0,1,0,4,0.0,75.0,0.0,25.0,0.0
Luka Modric,14,Real Madrid,0,0,2,1,0,3,0.0,0.0,66.67,33.33,0.0
Luka Modric,17,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Lumor Agbenyenu,9,Mallorca,4,0,0,0,0,4,100.0,0.0,0.0,0.0,0.0
Lumor Agbenyenu,10,Mallorca,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Luuk de Jong,8,Sevilla,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Luuk de Jong,12,Sevilla,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Luuk de Jong,13,Sevilla,5,3,4,2,1,15,33.33,20.0,26.67,13.33,6.67
Luuk de Jong,17,Sevilla,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Luuk de Jong,18,Sevilla,9,0,7,3,2,21,42.86,0.0,33.33,14.29,9.52
Luuk de Jong,19,Sevilla,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Manu García,9,Alaves,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Manu García,13,Alaves,3,0,1,0,1,5,60.0,0.0,20.0,0.0,20.0
Manu García,18,Alaves,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Manu Trigueros,2,Villarreal,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Manu Trigueros,3,Villarreal,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Manu Trigueros,8,Villarreal,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Manu Trigueros,9,Villarreal,2,0,2,0,0,4,50.0,0.0,50.0,0.0,0.0
Manu Trigueros,13,Villarreal,1,1,2,0,0,4,25.0,25.0,50.0,0.0,0.0
Manu Trigueros,14,Villarreal,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Manu Trigueros,18,Villarreal,1,0,0,1,0,2,50.0,0.0,0.0,50.0,0.0
Manu Vallejo,7,Valencia,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Manu Vallejo,8,Valencia,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Manu Vallejo,13,Valencia,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Manu Vallejo,18,Valencia,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Manuel Garrido,13,Leganes,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Marc Bartra,2,Real Betis,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Bartra,7,Real Betis,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Bartra,9,Real Betis,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Bartra,13,Real Betis,0,1,0,1,0,2,0.0,50.0,0.0,50.0,0.0
Marc Bartra,14,Real Betis,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Marc Bartra,17,Real Betis,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Cardona,7,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Cardona,8,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Cardona,13,Osasuna,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Marc Cardona,14,Osasuna,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Marc Cardona,17,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Cardona,18,Osasuna,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Marc Cardona,19,Osasuna,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Marc Cucurella,4,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Marc Cucurella,7,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Marc Cucurella,8,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Marc Cucurella,9,Getafe,2,1,1,0,0,4,50.0,25.0,25.0,0.0,0.0
Marc Cucurella,13,Getafe,2,0,1,1,0,4,50.0,0.0,25.0,25.0,0.0
Marc Cucurella,14,Getafe,5,2,0,0,1,8,62.5,25.0,0.0,0.0,12.5
Marc Cucurella,19,Getafe,0,0,1,0,1,2,0.0,0.0,50.0,0.0,50.0
Marc Navarro,7,Leganes,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Marc Navarro,8,Leganes,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Marc Navarro,12,Leganes,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Marc Navarro,13,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Navarro,17,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Roca,3,Espanyol,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Marc Roca,4,Espanyol,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Roca,7,Espanyol,2,2,1,0,0,5,40.0,40.0,20.0,0.0,0.0
Marc Roca,8,Espanyol,0,3,0,0,0,3,0.0,100.0,0.0,0.0,0.0
Marc Roca,9,Espanyol,1,3,0,0,0,4,25.0,75.0,0.0,0.0,0.0
Marc Roca,12,Espanyol,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marc Roca,14,Espanyol,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Marcelo,8,Real Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Marcelo,9,Real Madrid,3,1,2,0,0,6,50.0,16.67,33.33,0.0,0.0
Marcelo,14,Real Madrid,1,0,1,1,0,3,33.33,0.0,33.33,33.33,0.0
Marcelo,19,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marco Asensio,7,Real Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Marco Asensio,12,Real Madrid,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Marco Asensio,14,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marco Asensio,17,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marco Asensio,18,Real Madrid,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Marcos Llorente,8,Atletico Madrid,0,2,0,1,0,3,0.0,66.67,0.0,33.33,0.0
Marcos Llorente,9,Atletico Madrid,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Marcos Llorente,12,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marcos Llorente,13,Atletico Madrid,0,3,0,0,0,3,0.0,100.0,0.0,0.0,0.0
Marcos Llorente,17,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Marcos Llorente,18,Atletico Madrid,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Mariano,9,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Mariano,14,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Mariano,17,Real Madrid,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Mariano,18,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Mario,7,Villarreal,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Mario,12,Villarreal,2,2,1,0,0,5,40.0,40.0,20.0,0.0,0.0
Mario,13,Villarreal,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Mario,18,Villarreal,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Mario Hermoso,5,Atletico Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Markel Bergara,13,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Marko Dmitrovic,18,Eibar,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Martin Braithwaite,8,Leganes,0,3,1,0,0,4,0.0,75.0,25.0,0.0,0.0
Martin Braithwaite,9,Leganes,2,0,1,1,0,4,50.0,0.0,25.0,25.0,0.0
Martin Braithwaite,12,Barcelona,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Martin Braithwaite,12,Leganes,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Martin Braithwaite,13,Barcelona,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Martin Braithwaite,13,Leganes,5,1,1,1,0,8,62.5,12.5,12.5,12.5,0.0
Martin Braithwaite,14,Barcelona,2,0,2,0,0,4,50.0,0.0,50.0,0.0,0.0
Martin Braithwaite,14,Leganes,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0
Martin Braithwaite,17,Barcelona,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Martin Braithwaite,18,Barcelona,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Martin Braithwaite,18,Leganes,0,1,1,3,0,5,0.0,20.0,20.0,60.0,0.0
Martin Braithwaite,19,Barcelona,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Martin Braithwaite,19,Leganes,1,0,1,1,0,3,33.33,0.0,33.33,33.33,0.0
Martin Odegaard,7,Real Sociedad,2,3,1,1,0,7,28.57,42.86,14.29,14.29,0.0
Martin Odegaard,8,Real Sociedad,4,3,0,0,0,7,57.14,42.86,0.0,0.0,0.0
Martin Odegaard,9,Real Sociedad,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Martin Odegaard,12,Real Sociedad,1,0,2,0,0,3,33.33,0.0,66.67,0.0,0.0
Martin Odegaard,13,Real Sociedad,4,2,3,2,0,11,36.36,18.18,27.27,18.18,0.0
Martin Odegaard,14,Real Sociedad,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Martin Odegaard,19,Real Sociedad,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Martin Valjent,3,Mallorca,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Martin Valjent,7,Mallorca,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Martin Valjent,13,Mallorca,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Martín Aguirregabiria,18,Alaves,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Martín Zubimendi,7,Real Sociedad,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Matheus Fernandes,7,Real Valladolid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Mathías Olivera,9,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Mathías Olivera,18,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Matías Vargas,7,Espanyol,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Matías Vargas,8,Espanyol,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Matías Vargas,9,Espanyol,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Matías Vargas,12,Espanyol,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Matías Vargas,13,Espanyol,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Matías Vargas,14,Espanyol,0,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Matías Vargas,17,Espanyol,0,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Mauro Arambarri,2,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Mauro Arambarri,7,Getafe,2,2,0,0,0,4,50.0,50.0,0.0,0.0,0.0
Mauro Arambarri,8,Getafe,2,3,2,0,0,7,28.57,42.86,28.57,0.0,0.0
Mauro Arambarri,12,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Mauro Arambarri,13,Getafe,3,0,1,0,0,4,75.0,0.0,25.0,0.0,0.0
Mauro Arambarri,14,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Mauro Arambarri,17,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Mauro Arambarri,19,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Maxi Gómez,7,Valencia,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Maxi Gómez,9,Valencia,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Maxi Gómez,12,Valencia,1,2,0,1,0,4,25.0,50.0,0.0,25.0,0.0
Maxi Gómez,13,Valencia,5,1,2,2,0,10,50.0,10.0,20.0,20.0,0.0
Maxi Gómez,14,Valencia,2,0,3,1,0,6,33.33,0.0,50.0,16.67,0.0
Maxi Gómez,17,Valencia,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Maxi Gómez,18,Valencia,2,0,1,5,0,8,25.0,0.0,12.5,62.5,0.0
Miguel De la Fuente,9,Real Valladolid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Miguel Ángel Atienza,17,Eibar,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Mikel Merino,3,Real Sociedad,0,0,0,0,1,1,0.0,0.0,0.0,0.0,100.0
Mikel Merino,7,Real Sociedad,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Mikel Merino,8,Real Sociedad,0,3,2,0,0,5,0.0,60.0,40.0,0.0,0.0
Mikel Merino,9,Real Sociedad,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Mikel Merino,13,Real Sociedad,1,0,1,0,1,3,33.33,0.0,33.33,0.0,33.33
Mikel Merino,14,Real Sociedad,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Mikel Merino,18,Real Sociedad,1,1,1,2,0,5,20.0,20.0,20.0,40.0,0.0
Mikel Merino,19,Real Sociedad,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Mikel Oyarzabal,5,Real Sociedad,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Mikel Oyarzabal,7,Real Sociedad,3,0,1,0,0,4,75.0,0.0,25.0,0.0,0.0
Mikel Oyarzabal,8,Real Sociedad,3,4,1,0,0,8,37.5,50.0,12.5,0.0,0.0
